ID_CURSO,TEMA_CLASSROOM,TITULO_MATERIAL,DESCRIPCION_MATERIAL,URL_GITHUB
,6.3 Star Trek,Practica: P1_VISOR_STAR_TREK.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.3_Star_Trek/3.PRACTICAS/P1_VISOR_STAR_TREK.html
,6.3 Star Trek,Practica: P1_VISOR_STAR_TREK_INTREPID.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.3_Star_Trek/3.PRACTICAS/P1_VISOR_STAR_TREK_INTREPID.html
,6.3 Star Trek,Practica: P2_MUSEO_INVENTOS_STAR_TREK.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.3_Star_Trek/3.PRACTICAS/P2_MUSEO_INVENTOS_STAR_TREK.html
,6.3 Star Trek,Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.3_Star_Trek/3.PRACTICAS/P4.JUEGO.html
,6.4 Interstellar,Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.4_Interstellar/2.TEORIA/T0.DEBATE.pdf
,6.4 Interstellar,Practica: P1_VISOR_INTERSTELLAR.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.4_Interstellar/3.PRACTICAS/P1_VISOR_INTERSTELLAR.html
,6.4 Interstellar,Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.4_Interstellar/3.PRACTICAS/P4.JUEGO.html
,6.5 SpaceX Falcon9,Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.5_SpaceX_Falcon9/2.TEORIA/T0.DEBATE.pdf
,6.5 SpaceX Falcon9,Practica: P1_VISOR_SPACEX_FALCON9.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.5_SpaceX_Falcon9/3.PRACTICAS/P1_VISOR_SPACEX_FALCON9.html
,6.5 SpaceX Falcon9,Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.5_SpaceX_Falcon9/3.PRACTICAS/P4.JUEGO.html
,6.6 Transbordador Espacial,Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.6_Transbordador_Espacial/2.TEORIA/T0.DEBATE.pdf
,6.6 Transbordador Espacial,Practica: P1_VISOR_TRANSBORDADOR_ESPACIAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.6_Transbordador_Espacial/3.PRACTICAS/P1_VISOR_TRANSBORDADOR_ESPACIAL.html
,6.6 Transbordador Espacial,Practica: P2_SIMULACION_TRANSBORDADOR_ESPACIAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.6_Transbordador_Espacial/3.PRACTICAS/P2_SIMULACION_TRANSBORDADOR_ESPACIAL.html
,6.6 Transbordador Espacial,Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.6_Transbordador_Espacial/3.PRACTICAS/P4.JUEGO.html
,6.7 Estacion Espacial ISS,Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.7_Estacion_Espacial_ISS/2.TEORIA/T0.DEBATE.pdf
,6.7 Estacion Espacial ISS,Practica: P1_VISOR_ESTACION_ESPACIAL_ISS.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.7_Estacion_Espacial_ISS/3.PRACTICAS/P1_VISOR_ESTACION_ESPACIAL_ISS.html
,6.7 Estacion Espacial ISS,Practica: P2_SIMULACION_ACOPLAMIENTO_ISS.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.7_Estacion_Espacial_ISS/3.PRACTICAS/P2_SIMULACION_ACOPLAMIENTO_ISS.html
,6.7 Estacion Espacial ISS,Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-6_Naves_espaciales/6.7_Estacion_Espacial_ISS/3.PRACTICAS/P4.JUEGO.html
