ID_CURSO,TEMA_CLASSROOM,TITULO_MATERIAL,DESCRIPCION_MATERIAL,URL_GITHUB
,1.2 Lavadora,Practica: P3.BLOQUES.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.2_Lavadora/3.PRACTICAS/P3.BLOQUES.html
,1.2 Lavadora,Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.2_Lavadora/3.PRACTICAS/P4.JUEGO.html
,1.3 Ascensor,Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.3_Ascensor/2.TEORIA/T0.DEBATE.pdf
,1.3 Ascensor,Teoria: T1.TEORIA.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.3_Ascensor/2.TEORIA/T1.TEORIA.pdf
,1.3 Ascensor,Teoria: T2.VIDEO.mp4,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.3_Ascensor/2.TEORIA/T2.VIDEO.mp4
,1.3 Ascensor,Practica: P1.CONSTRUCCION.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.3_Ascensor/3.PRACTICAS/P1.CONSTRUCCION.html
,1.3 Ascensor,Practica: P2.EJEMPLO-REAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.3_Ascensor/3.PRACTICAS/P2.EJEMPLO-REAL.html
,1.3 Ascensor,Practica: P3.BLOQUES.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.3_Ascensor/3.PRACTICAS/P3.BLOQUES.html
,1.3 Ascensor,Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.3_Ascensor/3.PRACTICAS/P4.JUEGO.html
,1.4 Semaforos inteligentes,Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.4_Semaforos-inteligentes/2.TEORIA/T0.DEBATE.pdf
,1.4 Semaforos inteligentes,Teoria: T1.TEORIA.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.4_Semaforos-inteligentes/2.TEORIA/T1.TEORIA.pdf
,1.4 Semaforos inteligentes,Teoria: T2.VIDEO.mp4,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.4_Semaforos-inteligentes/2.TEORIA/T2.VIDEO.mp4
,1.4 Semaforos inteligentes,Practica: P1.CONSTRUCCION.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.4_Semaforos-inteligentes/3.PRACTICAS/P1.CONSTRUCCION.html
,1.4 Semaforos inteligentes,Practica: P2.EJEMPLO-REAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.4_Semaforos-inteligentes/3.PRACTICAS/P2.EJEMPLO-REAL.html
,1.4 Semaforos inteligentes,Practica: P3.BLOQUES.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.4_Semaforos-inteligentes/3.PRACTICAS/P3.BLOQUES.html
,1.4 Semaforos inteligentes,Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-1_Un-motor/1.4_Semaforos-inteligentes/3.PRACTICAS/P4.JUEGO.html
